week_end_date,limit_up_ratio,limit_down_ratio,net_limit_ratio,total_signal_count,base_position,weighted_position,trend_position,benchmark_value_weight_ret,base_model_ret,trend_model_ret,weighted_model_ret
2024-11-15,0.01601096104912899,0.0037189273830495204,0.012292033666079468,2,0.75,0.0,1.0,-0.033208468500198096,-0.012041446726103022,-0.016055262301470696,-0.0
2024-11-22,0.02007911312774491,0.003601311399911025,0.016477801727833884,3,1.0,0.0,1.0,-0.016055262301470696,0.03196008153885055,0.03196008153885055,0.0
2024-11-29,0.022418062750748813,0.004186297396071061,0.018231765354677753,2,0.75,0.0,1.0,0.03196008153885055,0.02013002901078792,0.02684003868105056,0.0
2024-12-06,0.024403828187114594,0.0017989602848606206,0.02260486790225397,2,0.75,0.0,1.0,0.02684003868105056,0.0018289756864906526,0.0024386342486542034,0.0
2024-12-13,0.023729270522910705,0.002345689536627224,0.021383580986283485,2,0.75,0.0,1.0,0.0024386342486542034,-0.004641489519401409,-0.0061886526925352126,-0.0
2024-12-20,0.015281094015585217,0.008520388488581875,0.006760705527003344,1,0.5,0.0,1.0,-0.0061886526925352126,0.0017901487990896747,0.0035802975981793494,0.0
2024-12-27,0.011992424057433093,0.00968878198866966,0.00230364206876343,1,0.5,0.0,1.0,0.0035802975981793494,-0.018494703522886735,-0.03698940704577347,-0.0
2024-12-31,0.008096206170197651,0.0023482154637028273,0.005747990706494822,1,0.5,0.0,1.0,-0.03698940704577347,-0.0038822391927247346,-0.007764478385449469,-0.0
2025-01-10,0.013624204567636152,0.005113474859909638,0.008510729707726514,2,0.75,0.0,1.0,-0.007764478385449469,0.02511493474413712,0.03348657965884949,0.0
2025-01-17,0.01490431812451536,0.0021459761092637256,0.012758342015251634,4,1.0,0.8,1.0,0.03348657965884949,0.010435580046830095,0.010435580046830095,0.008348464037464077
2025-01-24,0.010529364922489074,0.004133625716861508,0.006395739205627566,2,0.75,0.0,1.0,0.010435580046830095,0.022422757135729388,0.02989700951430585,0.0
2025-02-07,0.016173031956352297,0.002338269680436477,0.013834762275915824,4,1.0,0.8,1.0,0.02989700951430585,0.017942960330083135,0.017942960330083135,0.01435436826406651
2025-02-14,0.016176183979731047,0.00035080880919898655,0.015825375170532056,2,0.75,0.0,1.0,0.017942960330083135,0.015396851858988925,0.020529135811985233,0.0
2025-02-21,0.018050682261208574,0.0011306042884990253,0.01692007797270955,2,0.75,0.0,1.0,0.020529135811985233,-0.014613812693180711,-0.019485083590907615,-0.0
2025-02-28,0.014074074074074076,0.0026510721247563354,0.01142300194931774,1,0.5,0.0,1.0,-0.019485083590907615,0.01149021967542152,0.02298043935084304,0.0
2025-03-07,0.014305849741813273,0.001987931808507205,0.012317917933306066,2,0.75,0.0,1.0,0.02298043935084304,0.012694007030128573,0.016925342706838098,0.0
2025-03-14,0.013212408782413296,0.0011302700329241743,0.012082138749489121,3,1.0,0.8,1.0,0.016925342706838098,-0.01500423173005283,-0.01500423173005283,-0.012003385384042265
2025-03-21,0.011492667234899176,0.0010516900919270492,0.010440977142972128,2,0.75,0.0,1.0,-0.01500423173005283,-0.005114602338630786,-0.006819469784841048,-0.0
2025-03-28,0.010238530458892827,0.005099851717720208,0.0051386787411726205,2,0.75,0.0,1.0,-0.006819469784841048,-0.004413909937806687,-0.005885213250408916,-0.0
2025-04-03,0.009144858535817124,0.004134667148221088,0.005010191387596037,1,0.5,0.0,1.0,-0.005885213250408916,-0.016701038329822726,-0.03340207665964545,-0.0
2025-04-11,0.01944835182663574,0.12423986773043558,-0.10479151590379984,3,1.0,0.0,1.0,-0.03340207665964545,0.009381407630470795,0.009381407630470795,0.0
2025-04-18,0.013800705644966832,0.001321671575685576,0.012479034069281254,2,0.75,0.0,1.0,0.009381407630470795,0.009917268555407699,0.013223024740543599,0.0
2025-04-25,0.014144600346298863,0.0028754087790375782,0.011269191567261286,2,0.75,0.0,1.0,0.013223024740543599,-0.001044548757327124,-0.0013927316764361652,-0.0
2025-04-30,0.011332634118116539,0.005568179051439126,0.005764455066677413,3,1.0,0.0,1.0,-0.0013927316764361652,0.023957176493359267,0.023957176493359267,0.0
2025-05-09,0.012779397473275025,0.0005830903790087463,0.012196307094266279,3,1.0,0.8,1.0,0.023957176493359267,0.009576872890289412,0.009576872890289412,0.00766149831223153
2025-05-16,0.010378117551941813,0.0003109362205011345,0.010067181331440678,4,1.0,0.8,1.0,0.009576872890289412,-0.003811668905626675,-0.003811668905626675,-0.00304933512450134
2025-05-23,0.011731081977731813,0.0013596608178080309,0.010371421159923783,2,0.75,0.0,1.0,-0.003811668905626675,0.0014259380409092914,0.0019012507212123886,0.0
2025-05-30,0.012785694247023435,0.0012436542168372717,0.011542040030186166,3,1.0,0.8,1.0,0.0019012507212123886,0.016054927636164562,0.016054927636164562,0.01284394210893165
2025-06-06,0.012531761001446194,0.0009714397102659831,0.01156032129118021,2,0.75,0.0,1.0,0.016054927636164562,0.0016661173922449812,0.0022214898563266416,0.0
2025-06-13,0.01118657817835526,0.0008544896194680204,0.01033208855888724,2,0.75,0.0,1.0,0.0022214898563266416,-0.004622470469598766,-0.0061632939594650216,-0.0
2025-06-20,0.008659500693481276,0.001863866610384128,0.006795634083097147,1,0.5,0.0,1.0,-0.0061632939594650216,0.016086932689043043,0.032173865378086086,0.0
2025-06-27,0.012849785846323031,0.0010093393793160828,0.01184044646700695,3,1.0,0.8,1.0,0.032173865378086086,0.015610969364610483,0.015610969364610483,0.012488775491688387
2025-07-04,0.011764811912652776,0.0012813800643406556,0.010483431848312122,2,0.75,0.0,1.0,0.015610969364610483,0.01461402896634767,0.019485371955130226,0.0
2025-07-11,0.012116995283927463,0.0006990668520147798,0.011417928431912684,4,1.0,0.8,1.0,0.019485371955130226,0.018897289492555203,0.018897289492555203,0.015117831594044163
2025-07-18,0.010370945814721306,0.0013594872790833172,0.009011458535637989,3,1.0,0.8,1.0,0.018897289492555203,0.022753585675348464,0.022753585675348464,0.018202868540278774
2025-07-25,0.015307640293336602,0.0008935358178863448,0.01441410447545026,2,0.75,0.0,1.0,0.022753585675348464,-0.0045564702215685204,-0.006075293628758027,-0.0
2025-08-01,0.009051040455196602,0.0011264775879264127,0.00792456286727019,2,0.75,0.0,1.0,-0.006075293628758027,0.017647155184938534,0.023529540246584713,0.0
2025-08-08,0.011340152949468899,0.0009708964218884796,0.01036925652758042,2,0.75,0.0,1.0,0.023529540246584713,0.021566570045366606,0.028755426727155475,0.0
2025-08-15,0.013859306098677096,0.0008540674125870753,0.01300523868609002,3,1.0,0.0,1.0,0.028755426727155475,0.04055589466921772,0.04055589466921772,0.0
2025-08-22,0.015139751552795034,0.0013198757763975154,0.013819875776397516,2,0.75,0.0,1.0,0.04055589466921772,0.013618842408212206,0.01815845654428294,0.0
2025-08-29,0.01222826086956522,0.001125776397515528,0.01110248447204969,2,0.75,0.0,1.0,0.01815845654428294,-0.005379764207177007,-0.007173018942902676,-0.0
2025-09-05,0.011956521739130435,0.0031055900621118015,0.008850931677018633,2,0.75,0.0,1.0,-0.007173018942902676,NaN,NaN,NaN
2025-09-12,0.012653735145540256,0.0006598700871349139,0.011993865058405342,2,0.75,0.0,1.0,NaN,NaN,NaN,NaN
2025-09-19,0.012070638463031243,0.0010867455850960606,0.010983892877935183,2,0.75,0.0,1.0,NaN,NaN,NaN,NaN
2025-09-26,0.01113572462288108,0.0022113551040505173,0.00892436951883056,2,0.75,0.0,1.0,NaN,NaN,NaN,NaN
2025-10-17,0.009268225490065606,0.0017449901702290612,0.007523235319836544,2,0.75,0.0,1.0,NaN,0.028618395062639468,0.03815786008351929,0.0
2025-10-24,0.012638814827535327,0.001085444131943243,0.011553370695592086,2,0.75,0.0,1.0,0.03815786008351929,0.00768961487934372,0.01025281983912496,0.0
2025-10-31,0.010847578251332155,0.0014721925687697346,0.009375385682562418,2,0.75,0.0,1.0,0.01025281983912496,0.008783201203531321,0.011710934938041762,0.0
2025-11-07,0.011734677164065533,0.0012780415712859237,0.010456635592779609,2,0.75,0.0,1.0,0.011710934938041762,0.0006416378808458134,0.0008555171744610846,0.0
2025-11-14,0.013745830114918488,0.0010067089192534852,0.012739121195665004,3,1.0,0.0,1.0,0.0008555171744610846,-0.04139764154097325,-0.04139764154097325,-0.0
2025-11-21,0.009949019308812665,0.0061158243983010065,0.0038331949105116594,2,0.75,0.0,1.0,-0.04139764154097325,0.019000850994467466,0.02533446799262329,0.0
2025-11-28,0.013042289991078173,0.0018577648940256125,0.011184525097052561,2,0.75,0.0,1.0,0.02533446799262329,0.016422645646376632,0.02189686086183551,0.0
2025-12-05,0.010525102914672912,0.0014316789122100256,0.009093424002462883,2,0.75,0.0,1.0,0.02189686086183551,0.002760125359716703,0.0036801671462889374,0.0
2025-12-12,0.011490327136219381,0.0018956186131202494,0.009594708523099132,2,0.75,0.0,1.0,0.0036801671462889374,0.01753897956804057,0.02338530609072076,0.0
2025-12-19,0.01098186141221123,0.0021657085430334213,0.00881615286917781,2,0.75,0.0,1.0,0.02338530609072076,0.0202749647849344,0.027033286379912536,0.0
2025-12-26,0.014718928200065312,0.001004599561566127,0.013714328638499185,2,0.75,0.0,1.0,0.027033286379912536,-0.03223728670245232,-0.0429830489366031,-0.0
2025-12-31,0.011475720936504228,0.005411790976097211,0.006063929960407018,2,0.75,0.0,1.0,-0.0429830489366031,0.03594761112371442,0.04793014816495256,0.0
2026-01-09,0.019414158448345875,0.0007333820968474978,0.018680776351498375,3,1.0,0.0,1.0,0.04793014816495256,0.007291830327022186,0.007291830327022186,0.0
2026-01-16,0.017945882365030766,0.0071778316919912976,0.01076805067303947,2,0.75,0.0,1.0,0.007291830327022186,0.013457892186590104,0.017943856248786805,0.0
2026-01-23,0.015474989375726078,0.001968002002806879,0.013506987372919202,2,0.75,0.0,1.0,0.017943856248786805,-0.0046413311396469314,-0.006188441519529242,-0.0
2026-01-30,0.01323548888354415,0.004283010446368177,0.008952478437175974,1,0.5,0.0,1.0,-0.006188441519529242,-0.004314616926095249,-0.008629233852190499,-0.0
2026-02-06,0.010684176513273358,0.005670857352782892,0.005013319160490466,3,1.0,0.8,1.0,-0.008629233852190499,0.016300115196459908,0.016300115196459908,0.013040092157167928
2026-02-13,0.011449670455982447,0.0016574486973057081,0.009792221758676738,2,0.75,0.0,1.0,0.016300115196459908,0.021102821703955832,0.028137095605274443,0.0
2026-02-27,0.014935440354596262,0.0011081133166313355,0.013827327037964925,2,0.75,0.0,1.0,0.028137095605274443,-0.00758290730654404,-0.010110543075392053,-0.0
2026-03-06,0.013797862753245248,0.0034688764694546155,0.010328986283790632,2,0.75,0.0,1.0,-0.010110543075392053,0.00009552356985292887,0.00012736475980390516,0.0
2026-03-13,0.010173410404624278,0.001001926782273603,0.009171483622350676,2,0.75,0.0,1.0,0.00012736475980390516,-0.024492118830638343,-0.032656158440851124,-0.0
2026-03-20,0.0077071290944123304,0.0018497109826589597,0.005857418111753372,1,0.5,0.0,1.0,-0.032656158440851124,-0.0022778820114240372,-0.0045557640228480745,-0.0
2026-03-27,0.01225187842554094,0.0038533567249950107,0.00839852170054593,3,1.0,0.0,1.0,-0.0045557640228480745,-0.013828386877881016,-0.013828386877881016,-0.0
2026-04-03,0.009283083045729614,0.0023109810634478647,0.006972101982281749,2,0.75,0.0,1.0,-0.013828386877881016,0.034713299902734474,0.04628439987031263,0.0
2026-04-10,0.016220380338509335,0.000914405611085152,0.015305974727424182,2,0.75,0.0,1.0,0.04628439987031263,0.02437772225912027,0.03250362967882703,0.0
2026-04-17,0.012701753346632783,0.0009238690621759475,0.011777884284456839,2,0.75,0.0,1.0,0.03250362967882703,0.013420625409470865,0.01789416721262782,0.0
2026-04-24,0.011617323077121187,0.0023848521336098673,0.00923247094351132,2,0.75,0.0,1.0,0.01789416721262782,0.011489432985018533,0.01531924398002471,0.0
2026-04-30,0.014809791453977835,0.004279576693742879,0.010530214760234956,2,0.75,0.0,1.0,0.01531924398002471,0.02175435172021445,0.029005802293619265,0.0
2026-05-08,0.019230769230769232,0.0005769230769230769,0.018653846153846153,3,1.0,0.0,1.0,0.029005802293619265,0.001913666262229663,0.001913666262229663,0.0
2026-05-15,0.014570897531021015,0.0019222267223320648,0.01264867080868895,2,0.75,0.0,1.0,0.001913666262229663,0.002443665939945272,0.0032582212532603627,0.0
2026-05-22,0.014835340812512383,0.0033437222036656854,0.011491618608846696,2,0.75,0.0,1.0,0.0032582212532603627,-0.006460732743811981,-0.008614310325082641,-0.0
2026-05-29,0.01363698104025426,0.004724837372428041,0.008912143667826217,1,0.5,0.0,1.0,-0.008614310325082641,-0.0028942937261091095,-0.005788587452218219,-0.0
2026-06-05,0.01551920303507033,0.0024968531014243145,0.013022349933646015,1,0.5,0.0,1.0,-0.005788587452218219,-0.0012329168210734598,-0.0024658336421469196,-0.0
2026-06-12,0.01605743502146,0.004533186619478005,0.011524248401981994,2,0.75,0.0,1.0,-0.0024658336421469196,0.03068339919918095,0.040911198932241266,0.0
2026-06-18,0.021705724164425663,0.0013446023818670765,0.020361121782558587,3,1.0,0.0,1.0,0.040911198932241266,0.007590112659347392,0.007590112659347392,0.0
2026-06-26,0.018477298763204857,0.004417750536915015,0.014059548226289843,2,0.75,0.0,1.0,0.007590112659347392,0.012233183513194246,0.01631091135092566,0.0
2026-07-03,0.023174555302994816,0.004650128799475563,0.01852442650351925,2,0.75,0.0,1.0,0.01631091135092566,-0.010016970797382202,-0.01335596106317627,-0.0
